fid,tile_id,row,col,conf,class,img,x1,y1,x2,y2,x_coord,y_coord,Bairro,lat,lon
5516,2632386,337920,78336,0.787856757640839,falso,det_2632386.png,0.0213470458984375,,,,671111.28,8153717.2,U.t.p. Parque Bom Jesus,-49.3952309625,-16.693006152
5517,2632389,337920,79104,0.64344334602356,falso,det_2632389.png,0.15655517578125,,,256.0,671172.72,8153717.2,U.t.p. Parque Bom Jesus,-49.3946549108,-16.6930016834
5518,2632391,337920,79616,0.629424095153809,falso,det_2632391.png,0.0413665771484375,,,256.0,671213.68,8153717.2,U.t.p. Parque Bom Jesus,-49.3942708765,-16.6929987035
5519,2632466,337920,98816,0.603547871112823,falso,det_2632466.png,,,256.0,,672749.68,8153717.2,U.t.p. Parque Bom Jesus,-49.3798696453,-16.6928864406
5520,2632517,337920,111872,0.743541836738586,falso,det_2632517.png,,0.281387329101562,256.0,,673794.16,8153717.2,U.t.p. Vila Rizzo,-49.3700768717,-16.6928095299
5521,2632518,337920,112128,0.666426420211792,falso,det_2632518.png,0.0,0.065460205078125,,,673814.64,8153717.2,U.t.p. Vila Rizzo,-49.369884857,-16.6928080172
5522,2632537,337920,116992,0.653559744358063,falso,det_2632537.png,,,,,674203.76,8153717.2,U.t.p. Vila Rizzo,-49.3662365824,-16.6927792424
5523,2632540,337920,117760,0.62789249420166,falso,det_2632540.png,,0.08343505859375,,,674265.2,8153717.2,U.t.p. Vila Rizzo,-49.3656605397,-16.6927746932
5524,2632543,337920,118528,0.611865520477295,falso,det_2632543.png,,,,,674326.64,8153717.2,U.t.p. Jo?o Braz,-49.3650844972,-16.6927701423
5525,2632565,337920,124160,0.77721107006073,falso,det_2632565.png,,,,,674777.2,8153717.2,U.t.p. Jo?o Braz,-49.3608601909,-16.6927367203
5526,2632641,337920,143616,0.645172595977783,falso,det_2632641.png,,0.0,256.0,256.0,676333.68,8153717.2,U.t.p. Jo?o Braz,-49.3462672075,-16.6926205998
5527,2632768,337920,176128,0.683471977710724,falso,det_2632768.png,,0.0,,,678934.64,8153717.2,U.t.p. Parque Oeste Industrial,-49.3218818253,-16.6924242618
5529,2633248,337920,299008,0.706010937690735,falso,det_2633248.png,,,,,688765.04,8153717.2,U.t.p. Jardim Novo Mundo,-49.2297196299,-16.6916562687
5530,2634328,338176,65024,0.609560370445251,falso,det_2634328.png,,0.0508575439453125,256.0,,670046.32,8153696.72,U.t.p. Parque Bom Jesus,-49.4052143504,-16.6932684169
5531,2634393,338176,81664,0.718310952186584,falso,det_2634393.png,,,256.0,,671377.52,8153696.72,U.t.p. Parque Bom Jesus,-49.3927331922,-16.6931718387
5532,2634467,338176,100608,0.715884327888489,falso,det_2634467.png,0.0,0.0,,,672893.04,8153696.72,U.t.p. Vila Rizzo,-49.3785239747,-16.6930609726
5533,2634689,338176,157440,0.79679799079895,falso,det_2634689.png,,0.0,,,677439.6,8153696.72,U.t.p. Parque Oeste Industrial,-49.3358969773,-16.6927225253
5534,2634854,338176,199680,0.682385265827179,falso,det_2634854.png,,,,,680818.8,8153696.72,U.t.p. Sudoeste,-49.3042153976,-16.6924652936
5535,2636260,338432,49152,0.681374073028564,falso,det_2636260.png,0.109634399414062,0.0,,,668776.56,8153676.24,U.t.p. Zona Rural,-49.4171180078,-16.6935449012
5536,2636305,338432,60672,0.610198557376862,falso,det_2636305.png,,,,,669698.16,8153676.24,U.t.p. Parque Bom Jesus,-49.4084771345,-16.6934786154
5537,2636344,338432,70656,0.718403458595276,falso,det_2636344.png,,0.0,,,670496.88,8153676.24,U.t.p. Parque Bom Jesus,-49.4009884095,-16.6934208761
5538,2636377,338432,79104,0.734597861766815,falso,det_2636377.png,0.0025100708007812,0.0053329467773437,,,671172.72,8153676.24,U.t.p. Parque Bom Jesus,-49.3946518192,-16.6933718082
5539,2636458,338432,99840,0.764937281608582,falso,det_2636458.png,,,,,672831.6,8153676.24,U.t.p. Vila Rizzo,-49.3790984612,-16.6932505471
5540,2636525,338432,116992,0.66182017326355,falso,det_2636525.png,,0.0,,,674203.76,8153676.24,U.t.p. Vila Rizzo,-49.3662334361,-16.693149362
5541,2636528,338432,117760,0.757652044296265,falso,det_2636528.png,,,,,674265.2,8153676.24,U.t.p. Vila Rizzo,-49.3656573923,-16.6931448127
5542,2636693,338432,160000,0.648488879203796,falso,det_2636693.png,,0.35247802734375,256.0,,677644.4,8153676.24,U.t.p. Parque Oeste Industrial,-49.3339752615,-16.6928921303
5543,2636706,338432,163328,0.770435929298401,falso,det_2636706.png,0.0,0.441146850585938,,,677910.64,8153676.24,U.t.p. Parque Oeste Industrial,-49.3314791171,-16.692872016
5544,2636789,338432,184576,0.603686809539795,falso,det_2636789.png,,0.0,,,679610.48,8153676.24,U.t.p. Cidade Jardim,-49.3155422763,-16.6927428851
5547,2638268,338688,52736,0.822115778923035,falso,det_2638268.png,,0.0357818603515625,,,669063.28,8153655.76,U.t.p. Zona Rural,-49.414428205,-16.6937093817
5548,2638276,338688,54784,0.610231459140778,falso,det_2638276.png,0.395271301269531,,256.0,,669227.12,8153655.76,U.t.p. Zona Rural,-49.4128920476,-16.6936976039
5549,2638362,338688,76800,0.74400407075882,falso,det_2638362.png,,0.989158630371094,256.0,,670988.4,8153655.76,U.t.p. Parque Bom Jesus,-49.3963784339,-16.6935702722
5550,2638381,338688,81664,0.65345561504364,falso,det_2638381.png,0.0436553955078125,,,,671377.52,8153655.76,U.t.p. Parque Bom Jesus,-49.3927300969,-16.6935419632
5551,2638386,338688,82944,0.799251735210419,falso,det_2638386.png,,,,,671479.92,8153655.76,U.t.p. Parque Bom Jesus,-49.3917700094,-16.6935345027
5552,2638522,338688,117760,0.753427147865295,falso,det_2638522.png,,0.0,,,674265.2,8153655.76,U.t.p. Vila Rizzo,-49.3656558186,-16.6933298724
5553,2638547,338688,124160,0.64718097448349,falso,det_2638547.png,,0.0,256.0,,674777.2,8153655.76,U.t.p. Jo?o Braz,-49.3608554559,-16.6932918983
5554,2638580,338688,132608,0.60427713394165,falso,det_2638580.png,,,,,675453.04,8153655.76,U.t.p. Jo?o Braz,-49.3545189963,-16.693241602
5555,2638673,338688,156416,0.756113231182098,falso,det_2638673.png,,,,,677357.68,8153655.76,U.t.p. Parque Oeste Industrial,-49.3366618193,-16.6930988152
5556,2638700,338688,163328,0.641073286533356,falso,det_2638700.png,,0.0,256.0,,677910.64,8153655.76,U.t.p. Parque Oeste Industrial,-49.3314775105,-16.6930570726
5558,2638738,338688,173056,0.613910734653473,falso,det_2638738.png,,,,,678688.88,8153655.76,U.t.p. Parque Oeste Industrial,-49.324181101,-16.6929981039
5559,2638927,338688,221440,0.620553255081177,falso,det_2638927.png,,,,,682559.6,8153655.76,U.t.p. Jardim Am?rica,-49.2878915064,-16.6927009939
5560,2639099,338688,265472,0.613563597202301,verdadeiro,det_2639099.png,0.036285400390625,0.005096435546875,,,686082.16,8153655.76,U.t.p. Sul,-49.2548667045,-16.6924250825
5562,2640271,338944,55040,0.834234237670898,falso,det_2640271.png,0.02984619140625,,,,669247.6,8153635.28,U.t.p. Zona Rural,-49.4126984995,-16.6938811949
5563,2640442,338944,98816,0.666587829589844,falso,det_2640442.png,,,256.0,,672749.68,8153635.28,U.t.p. Vila Rizzo,-49.3798634051,-16.6936266848
5564,2640511,338944,116480,0.635647714138031,falso,det_2640511.png,,,,,674162.8,8153635.28,U.t.p. Vila Rizzo,-49.3666143198,-16.6935225137
5565,2640517,338944,118016,0.87193375825882,falso,det_2640517.png,,0.0,,,674285.68,8153635.28,U.t.p. Vila Rizzo,-49.3654622299,-16.6935134153
5566,2640619,338944,144128,0.74849933385849,falso,det_2640619.png,,,,,676374.64,8153635.28,U.t.p. Jo?o Braz,-49.3458768122,-16.6933577618
5567,2640734,338944,173568,0.757017374038696,falso,det_2640734.png,0.0,,,256.0,678729.84,8153635.28,U.t.p. Parque Oeste Industrial,-49.3237954663,-16.693180049
5568,2640759,338944,179968,0.629454910755157,falso,det_2640759.png,,,,,679241.84,8153635.28,U.t.p. Jardim Europa,-49.3189952094,-16.6931411042
5570,2641264,338944,309248,0.72189199924469,falso,det_2641264.png,,,,256.0,689584.24,8153635.28,U.t.p. Riviera/?gua Branca,-49.222032821,-16.6923306019
5572,2642263,339200,54528,0.668718636035919,falso,det_2642263.png,,,,,669206.64,8153614.8,U.t.p. Zona Rural,-49.4130810109,-16.6940692049
5573,2642265,339200,55040,0.687713742256165,falso,det_2642265.png,,,,,669247.6,8153614.8,U.t.p. Zona Rural,-49.412696971,-16.6940662589
5574,2642324,339200,70144,0.624697625637054,falso,det_2642324.png,,,,,670455.92,8153614.8,U.t.p. Parque Bom Jesus,-49.4013678277,-16.6939790327
5575,2642360,339200,79360,0.692551791667938,falso,det_2642360.png,0.0,,,,671193.2,8153614.8,U.t.p. Parque Bom Jesus,-49.3944551635,-16.6939255055
5576,2642367,339200,81152,0.745408177375793,falso,det_2642367.png,,,256.0,,671336.56,8153614.8,U.t.p. Parque Bom Jesus,-49.3931110373,-16.6939150706
5577,2642396,339200,88576,0.616848349571228,falso,det_2642396.png,,0.0,,,671930.48,8153614.8,U.t.p. Parque Bom Jesus,-49.3875425247,-16.6938717475
5578,2642406,339200,91136,0.61610746383667,falso,det_2642406.png,,,256.0,,672135.28,8153614.8,U.t.p. Parque Bom Jesus,-49.3856223518,-16.6938567738
5580,2642449,339200,102144,0.713987767696381,falso,det_2642449.png,0.074066162109375,0.0,,,673015.92,8153614.8,U.t.p. Vila Rizzo,-49.3773656309,-16.693792184
5581,2642473,339200,108288,0.621504127979279,falso,det_2642473.png,,0.0326385498046875,256.0,,673507.44,8153614.8,U.t.p. Vila Rizzo,-49.3727572444,-16.6937559907
5582,2642518,339200,119808,0.724978864192963,falso,det_2642518.png,,0.01934814453125,,,674429.04,8153614.8,U.t.p. Jo?o Braz,-49.3641165507,-16.693687852
5583,2642671,339200,158976,0.6321662068367,falso,det_2642671.png,,0.0821990966796875,256.0,,677562.48,8153614.8,U.t.p. Parque Oeste Industrial,-49.3347384962,-16.6934534838
5584,2642695,339200,165120,0.677722334861755,falso,det_2642695.png,,,,,678054.0,8153614.8,U.t.p. Parque Oeste Industrial,-49.330130217,-16.6934163421
5585,2642726,339200,173056,0.693228244781494,falso,det_2642726.png,,,,,678688.88,8153614.8,U.t.p. Parque Oeste Industrial,-49.3241778737,-16.6933682156
5586,2642733,339200,174848,0.860995590686798,falso,det_2642733.png,0.0,0.04742431640625,,,678832.24,8153614.8,U.t.p. Parque Oeste Industrial,-49.3228337989,-16.6933573246
5587,2642925,339200,224000,0.651029348373413,falso,det_2642925.png,,0.1865234375,,256.0,682764.4,8153614.8,U.t.p. Jardim Am?rica,-49.2859681419,-16.6930552011
5588,2643203,339200,295168,0.836956799030304,falso,det_2643203.png,,0.0,,,688457.84,8153614.8,U.t.p. Jardim Goi?s,-49.2325911159,-16.6926061238
5589,2643211,339200,297216,0.799406588077545,falso,det_2643211.png,,,,,688621.68,8153614.8,U.t.p. Jardim Novo Mundo,-49.2310551108,-16.6925929971
5590,2643218,339200,299008,0.615481555461884,falso,det_2643218.png,0.0767822265625,,,,688765.04,8153614.8,U.t.p. Jardim Novo Mundo,-49.2297111076,-16.6925815019
5591,2643258,339200,309248,0.766891419887543,falso,det_2643258.png,,0.0,,,689584.24,8153614.8,U.t.p. Riviera/?gua Branca,-49.2220311091,-16.6925156478
5592,2644344,339456,76800,0.692251622676849,falso,det_2644344.png,0.038818359375,0.936782836914062,256.0,,670988.4,8153594.32,U.t.p. Parque Bom Jesus,-49.3963738012,-16.6941254598
5593,2644353,339456,79104,0.838643014431,falso,det_2644353.png,,0.00518798828125,,,671172.72,8153594.32,U.t.p. Parque Bom Jesus,-49.3946456357,-16.6941120578
5594,2644369,339456,83200,0.796254396438599,falso,det_2644369.png,,,,,671500.4,8153594.32,U.t.p. Parque Bom Jesus,-49.3915733454,-16.6940881965
5595,2644371,339456,83712,0.615247249603271,falso,det_2644371.png,,,,,671541.36,8153594.32,U.t.p. Parque Bom Jesus,-49.3911893095,-16.6940852106
5596,2644398,339456,90624,0.791200816631317,falso,det_2644398.png,0.085845947265625,,,,672094.32,8153594.32,U.t.p. Parque Bom Jesus,-49.386004832,-16.6940448316
5597,2644438,339456,100864,0.650529086589813,falso,det_2644438.png,0.401397705078125,0.0,,,672913.52,8153594.32,U.t.p. Vila Rizzo,-49.3783241512,-16.6939847723
5598,2644446,339456,102912,0.621293663978577,falso,det_2644446.png,,0.129165649414062,,,673077.36,8153594.32,U.t.p. Vila Rizzo,-49.3767880188,-16.6939727262
5599,2644467,339456,108288,0.702778339385986,falso,det_2644467.png,,,,,673507.44,8153594.32,U.t.p. Vila Rizzo,-49.3727556774,-16.6939410511
5600,2644608,339456,144384,0.697792410850525,falso,det_2644608.png,,0.0762786865234375,,,676395.12,8153594.32,U.t.p. Jo?o Braz,-49.3456816133,-16.6937263423
5601,2644932,339456,227328,0.647889494895935,verdadeiro,det_2644932.png,0.0245361328125,0.0295867919921875,256.0,,683030.64,8153594.32,U.t.p. Bueno,-49.2834704046,-16.6932195596
5602,2645106,339456,271872,0.609653770923615,falso,det_2645106.png,,,,,686594.16,8153594.32,U.t.p. Sul,-49.2500615854,-16.6929396868
5603,2646243,339712,52480,0.65278834104538,falso,det_2646243.png,,,,,669042.8,8153573.84,U.t.p. Zona Rural,-49.4146141181,-16.69445111
5604,2646252,339712,54784,0.861945629119873,falso,det_2646252.png,,0.0,,,669227.12,8153573.84,U.t.p. Zona Rural,-49.4128859342,-16.6944378601
5605,2646253,339712,55040,0.687539041042328,falso,det_2646253.png,0.0092620849609375,0.0,,,669247.6,8153573.84,U.t.p. Zona Rural,-49.4126939139,-16.6944363869
5606,2646264,339712,57856,0.692891955375671,falso,det_2646264.png,0.03533935546875,0.0025634765625,,,669472.88,8153573.84,U.t.p. Zona Rural,-49.4105816915,-16.6944201711
5607,2646349,339712,79616,0.655654549598694,falso,det_2646349.png,,0.0,,,671213.68,8153573.84,U.t.p. Parque Bom Jesus,-49.3942600529,-16.69429414
5608,2646350,339712,79872,0.755466282367706,falso,det_2646350.png,,,,,671234.16,8153573.84,U.t.p. Parque Bom Jesus,-49.3940680344,-16.6942926496
5609,2646352,339712,80384,0.650733709335327,falso,det_2646352.png,,,,,671275.12,8153573.84,U.t.p. Parque Bom Jesus,-49.3936839976,-16.6942896684
5610,2646438,339712,102400,0.61398184299469,falso,det_2646438.png,,,,,673036.4,8153573.84,U.t.p. Vila Rizzo,-49.3771704891,-16.6941607996
5611,2646446,339712,104448,0.641618430614471,falso,det_2646446.png,0.302070617675781,,,,673200.24,8153573.84,U.t.p. Vila Rizzo,-49.3756343562,-16.6941487448
5612,2646473,339712,111360,0.768413305282593,falso,det_2646473.png,,0.0,256.0,,673753.2,8153573.84,U.t.p. Vila Rizzo,-49.3704499171,-16.694107976
5613,2646486,339712,114688,0.617916822433472,falso,det_2646486.png,0.0,,,,674019.44,8153573.84,U.t.p. Vila Rizzo,-49.3679537108,-16.6940883003
5614,2646655,339712,157952,0.779503464698792,falso,det_2646655.png,,0.0,256.0,,677480.56,8153573.84,U.t.p. Parque Oeste Industrial,-49.3355033383,-16.6938297779
5615,2646656,339712,158208,0.70229583978653,falso,det_2646656.png,0.130599975585938,0.267356872558594,,,677501.04,8153573.84,U.t.p. Parque Oeste Industrial,-49.335311326,-16.6938282331
5616,2646661,339712,159488,0.718333780765533,falso,det_2646661.png,0.0,0.36053466796875,,,677603.44,8153573.84,U.t.p. Parque Oeste Industrial,-49.3343512647,-16.6938205062
5617,2646718,339712,174080,0.726730942726135,falso,det_2646718.png,,0.0,,,678770.8,8153573.84,U.t.p. Parque Oeste Industrial,-49.323406602,-16.6937321048
5618,2646797,339712,194304,0.939658403396606,verdadeiro,det_2646797.png,0.0714111328125,0.0506439208984375,,,680388.72,8153573.84,U.t.p. Jardim Europa,-49.3082377936,-16.6936086273
5620,2647368,339712,340480,0.641282200813293,falso,det_2647368.png,,,,,692082.8,8153573.84,U.t.p. Riviera/?gua Branca,-49.1986038605,-16.6926831212
5622,2648222,339968,48640,0.734034240245819,falso,det_2648222.png,,,,,668735.6,8153553.36,U.t.p. Zona Rural,-49.417492904,-16.6946582256
5623,2648330,339968,76288,0.667913436889648,falso,det_2648330.png,,,,,670947.44,8153553.36,U.t.p. Parque Bom Jesus,-49.3967547504,-16.6944985613
5624,2648343,339968,79616,0.688453853130341,falso,det_2648343.png,0.0,,,,671213.68,8153553.36,U.t.p. Parque Bom Jesus,-49.3942585065,-16.6944792024
5625,2648352,339968,81920,0.793149888515472,falso,det_2648352.png,,,,,671398.0,8153553.36,U.t.p. Parque Bom Jesus,-49.3925303397,-16.6944657824
5626,2648357,339968,83200,0.767211973667145,falso,det_2648357.png,0.0,0.0,,,671500.4,8153553.36,U.t.p. Parque Bom Jesus,-49.3915702476,-16.6944583207
5627,2648373,339968,87296,0.663009345531464,falso,det_2648373.png,,,,,671828.08,8153553.36,U.t.p. Parque Bom Jesus,-49.3884979564,-16.6944344132
5628,2648431,339968,102144,0.680998384952545,falso,det_2648431.png,,,,256.0,673015.92,8153553.36,U.t.p. Vila Rizzo,-49.3773609432,-16.6943473664
5629,2648514,339968,123392,0.616431534290314,falso,det_2648514.png,,,256.0,,674715.76,8153553.36,U.t.p. Jo?o Braz,-49.3614236095,-16.6942217578
5630,2648612,339968,148480,0.759705543518066,falso,det_2648612.png,,0.208786010742188,,,676722.8,8153553.36,U.t.p. Jo?o Braz,-49.3426062124,-16.6940718698
5632,2648656,339968,159744,0.616484463214874,falso,det_2648656.png,,0.0,256.0,,677623.92,8153553.36,U.t.p. Parque Oeste Industrial,-49.3341576484,-16.6940040171
5633,2648758,339968,185856,0.637624680995941,falso,det_2648758.png,,,,,679712.88,8153553.36,U.t.p. Jardim Europa,-49.3145724927,-16.6938453966
5634,2649266,339968,315904,0.632723927497864,falso,det_2649266.png,,,,,690116.72,8153553.36,U.t.p. Riviera/?gua Branca,-49.2170339786,-16.693027826
5635,2650228,340224,51712,0.625858008861542,falso,det_2650228.png,,0.0,,,668981.36,8153532.88,U.t.p. Zona Rural,-49.4151871273,-16.6948256519
5636,2650229,340224,51968,0.647876501083374,falso,det_2650229.png,,0.0,,,669001.84,8153532.88,U.t.p. Zona Rural,-49.4149951064,-16.6948241809
5637,2650466,340224,112640,0.612315356731415,falso,det_2650466.png,,,,,673855.6,8153532.88,U.t.p. Vila Rizzo,-49.3694866971,-16.6944705321
5638,2650610,340224,149504,0.655222713947296,falso,det_2650610.png,0.0,,,,676804.72,8153532.88,U.t.p. Jo?o Braz,-49.3418365628,-16.6942507731
5639,2650649,340224,159488,0.650156319141388,falso,det_2650649.png,0.0,,,,677603.44,8153532.88,U.t.p. Parque Oeste Industrial,-49.3343480568,-16.6941906198
5640,2651057,340224,263936,0.813587546348572,verdadeiro,det_2651057.png,,0.044189453125,256.0,256.0,685959.28,8153532.88,U.t.p. Sul,-49.2560086464,-16.6935450914
5641,2651195,340224,299264,0.762571513652802,falso,det_2651195.png,,,,,688785.52,8153532.88,U.t.p. Jardim Novo Mundo,-49.2295122881,-16.6933200454
5642,2652280,340480,66560,0.751729786396027,falso,det_2652280.png,0.0,0.0,,,670169.2,8153512.4,U.t.p. Parque Bom Jesus,-49.4040484084,-16.6949251027
5643,2652637,340480,157952,0.600498199462891,falso,det_2652637.png,,,,256.0,677480.56,8153512.4,U.t.p. Parque Oeste Industrial,-49.3354985297,-16.6943849487
5645,2653129,340480,283904,0.603983879089355,falso,det_2653129.png,,,,,687556.72,8153512.4,U.t.p. Jardim Goi?s,-49.2410306999,-16.6936033557
5646,2654263,340736,63744,0.688488900661469,falso,det_2654263.png,,,,,669943.92,8153491.92,U.t.p. Parque Bom Jesus,-49.4061590947,-16.6951264492
5647,2654323,340736,79104,0.609229803085327,falso,det_2654323.png,,,,,671172.72,8153491.92,U.t.p. Parque Bom Jesus,-49.3946379059,-16.6950373698
5648,2654501,340736,124672,0.78324168920517,falso,det_2654501.png,,,256.0,,674818.16,8153491.92,U.t.p. Jo?o Braz,-49.3604587969,-16.6947693295
5649,2654502,340736,124928,0.859472513198853,falso,det_2654502.png,0.0,,256.0,256.0,674838.64,8153491.92,U.t.p. Jo?o Braz,-49.3602667812,-16.6947678077
5650,2654564,340736,140800,0.706002295017242,falso,det_2654564.png,,,,256.0,676108.4,8153491.92,U.t.p. Jo?o Braz,-49.348361848,-16.6946731098
5651,2654591,340736,147712,0.630066394805908,falso,det_2654591.png,,,,256.0,676661.36,8153491.92,U.t.p. Jo?o Braz,-49.3431774659,-16.6946316565
5652,2654595,340736,148736,0.667999386787415,falso,det_2654595.png,,,,,676743.28,8153491.92,U.t.p. Jo?o Braz,-49.3424094105,-16.6946255042
5654,2654679,340736,170240,0.791042149066925,falso,det_2654679.png,0.0,,256.0,,678463.6,8153491.92,U.t.p. Parque Oeste Industrial,-49.326280323,-16.6944956485
5655,2654719,340736,180480,0.641614079475403,falso,det_2654719.png,0.044036865234375,,,256.0,679282.8,8153491.92,U.t.p. Jardim Europa,-49.3185998558,-16.694433371
5656,2655178,340736,297984,0.6523277759552,falso,det_2655178.png,0.337478637695312,,,,688683.12,8153491.92,U.t.p. Jardim Novo Mundo,-49.2304688862,-16.6936983518
5657,2656116,340992,27648,0.622550964355469,falso,det_2656116.png,,,,,667056.24,8153471.44,U.t.p. Zona Rural,-49.4332326546,-16.6955183286
5658,2656348,340992,87040,0.644336819648743,falso,det_2656348.png,,0.30303955078125,256.0,,671807.6,8153471.44,U.t.p. Parque Bom Jesus,-49.3886837676,-16.6951761561
5659,2656402,340992,100864,0.657132625579834,falso,det_2656402.png,,0.067901611328125,,,672913.52,8153471.44,U.t.p. Vila Rizzo,-49.3783147812,-16.6950951376
5660,2656468,340992,117760,0.678739666938782,falso,det_2656468.png,,0.0,,,674265.2,8153471.44,U.t.p. Vila Rizzo,-49.3656416541,-16.69499541
5661,2656487,340992,122624,0.75331038236618,falso,det_2656487.png,,,,,674654.32,8153471.44,U.t.p. Jo?o Braz,-49.3619933457,-16.6949665567
5662,2656575,340992,145152,0.798076927661896,falso,det_2656575.png,0.0,0.255966186523438,,,676456.56,8153471.44,U.t.p. Jo?o Braz,-49.345096012,-16.6948320825
5664,2657032,340992,262144,0.812477290630341,verdadeiro,det_2657032.png,0.052642822265625,0.0,,256.0,685815.92,8153471.44,U.t.p. Sul,-49.2573476413,-16.6941115646
5665,2657119,340992,284416,0.788504958152771,falso,det_2657119.png,,,,,687597.68,8153471.44,U.t.p. Jardim Goi?s,-49.2406433065,-16.693970186
5666,2658218,341248,55296,0.640425205230713,falso,det_2658218.png,,,,,669268.08,8153450.96,U.t.p. Zona Rural,-49.4124927207,-16.6955452976
5667,2658268,341248,68096,0.683513164520264,falso,det_2658268.png,,,,,670292.08,8153450.96,U.t.p. Parque Bom Jesus,-49.4028916745,-16.6954714013
5669,2658719,341248,183552,0.686946332454681,falso,det_2658719.png,,0.0,,,679528.56,8153450.96,U.t.p. Jardim Europa,-49.3162924793,-16.6947847424
5671,2660397,341504,102656,0.739781141281128,falso,det_2660397.png,,,256.0,,673056.88,8153430.48,U.t.p. Vila Rizzo,-49.3769675314,-16.6954547187
5672,2660482,341504,124416,0.628536224365234,falso,det_2660482.png,,0.099639892578125,,,674797.68,8153430.48,U.t.p. Jo?o Braz,-49.3606460764,-16.6953260289
5674,2660617,341504,158976,0.710463345050812,falso,det_2660617.png,,0.187484741210938,,,677562.48,8153430.48,U.t.p. Parque Oeste Industrial,-49.3347240637,-16.6951189953
5676,2660645,341504,166144,0.698463022708893,falso,det_2660645.png,,,,,678135.92,8153430.48,U.t.p. Parque Oeste Industrial,-49.3293476925,-16.6950756487
5677,2660697,341504,179456,0.628392159938812,verdadeiro,det_2660697.png,,,256.0,256.0,679200.88,8153430.48,U.t.p. Jardim Europa,-49.3193630457,-16.6949947777
5679,2662214,341760,57344,0.697830557823181,falso,det_2662214.png,0.264678955078125,0.0,,,669431.92,8153410.0,U.t.p. Zona Rural,-49.4109534893,-16.6959036318
5680,2662256,341760,68096,0.627198398113251,falso,det_2662256.png,,,,,670292.08,8153410.0,U.t.p. Parque Bom Jesus,-49.4028885983,-16.6958415276
5681,2662379,341760,99584,0.681093275547028,falso,det_2662379.png,,,,,672811.12,8153410.0,U.t.p. Vila Rizzo,-49.3792701876,-16.695657844
5682,2662691,341760,179456,0.925367176532745,verdadeiro,det_2662691.png,,0.0,256.0,256.0,679200.88,8153410.0,U.t.p. Jardim Europa,-49.3193614272,-16.6951798331
5683,2662709,341760,184064,0.832741975784302,falso,det_2662709.png,,,,,679569.52,8153410.0,U.t.p. Jardim Europa,-49.3159052129,-16.6951517268
5685,2663117,341760,288512,0.646622359752655,falso,det_2663117.png,,0.300491333007812,,,687925.36,8153410.0,U.t.p. Jardim Goi?s,-49.2375661712,-16.6944991809
5686,2664203,342016,56064,0.644287586212158,falso,det_2664203.png,,,256.0,,669329.52,8153389.52,U.t.p. Zona Rural,-49.4119120682,-16.6960960682
5687,2664241,342016,65792,0.692648887634277,falso,det_2664241.png,,0.0,,,670107.76,8153389.52,U.t.p. Parque Bom Jesus,-49.4046152498,-16.6960399253
5688,2664274,342016,74240,0.717850923538208,falso,det_2664274.png,,,,,670783.6,8153389.52,U.t.p. Parque Bom Jesus,-49.398278562,-16.6959909611
5689,2664473,342016,125184,0.677176773548126,falso,det_2664473.png,0.517181396484375,,,256.0,674859.12,8153389.52,U.t.p. Jo?o Braz,-49.360066869,-16.6956915817
5690,2664587,342016,154368,0.628701090812683,falso,det_2664587.png,0.0,,,,677193.84,8153389.52,U.t.p. Parque Oeste Industrial,-49.33817711,-16.6955169015
5691,2664717,342016,187648,0.827347099781036,falso,det_2664717.png,,0.962432861328125,,,679856.24,8153389.52,U.t.p. Jardim Europa,-49.3132154264,-16.6953148812
5692,2664726,342016,189952,0.685652911663055,falso,det_2664726.png,,,,,680040.56,8153389.52,U.t.p. Jardim Europa,-49.3114873227,-16.6953007838
5693,2664734,342016,192000,0.784648478031158,verdadeiro,det_2664734.png,0.123344421386719,,,,680204.4,8153389.52,U.t.p. Jardim Europa,-49.309951232,-16.6952882407
5694,2664740,342016,193536,0.606215953826904,falso,det_2664740.png,,,,,680327.28,8153389.52,U.t.p. Jardim Europa,-49.3087991647,-16.6952788259
5695,2664813,342016,212224,0.71433424949646,falso,det_2664813.png,,,,,681822.32,8153389.52,U.t.p. Sudoeste,-49.2947824066,-16.6951637658
5696,2664983,342016,255744,0.659758448600769,falso,det_2664983.png,,0.0,256.0,,685303.92,8153389.52,U.t.p. Marista,-49.2621410734,-16.6948921407
5697,2665029,342016,267520,0.90614640712738,verdadeiro,det_2665029.png,0.0,,,256.0,686246.0,8153389.52,U.t.p. Sul,-49.2533088176,-16.6948177579
5698,2666189,342272,54016,0.629720151424408,falso,det_2666189.png,,,,,669165.68,8153369.04,U.t.p. Zona Rural,-49.4134467161,-16.696292919
5699,2666312,342272,85504,0.707343578338623,falso,det_2666312.png,,0.263153076171875,,,671684.72,8153369.04,U.t.p. Parque Bom Jesus,-49.3898281273,-16.6961104357
5700,2666380,342272,102912,0.718149840831757,falso,det_2666380.png,0.0,0.254135131835938,,,673077.36,8153369.04,U.t.p. Vila Rizzo,-49.3767708236,-16.6960083944
5701,2666437,342272,117504,0.781153798103333,falso,det_2666437.png,,,,,674244.72,8153369.04,U.t.p. Vila Rizzo,-49.3658258016,-16.6959222254
5703,2666586,342272,155648,0.732151508331299,falso,det_2666586.png,,,,256.0,677296.24,8153369.04,U.t.p. Parque Oeste Industrial,-49.3372154375,-16.6956942442
